id,text,agency,author,url,date
212,"Сотрудник Минобороны скончался после допроса по делу ""Оборонсервиса"".",РБК,,http://top.rbc.ru/politics/23/01/2013/841699.shtml,2013-01-23
213,Генпрокуратура просит лишить неприкосновенности 2 депутатов Госдумы.,РБК,,http://top.rbc.ru/politics/23/01/2013/841655.shtml,2013-01-23
214,"МВФ: Рост экономики РФ близок к ""потенциальному уровню"".",РБК,,http://top.rbc.ru/economics/23/01/2013/841804.shtml,2013-01-23
215,Рынок акций может попытаться уйти выше.,РБК,,http://top.rbc.ru/economics/23/01/2013/841665.shtml,2013-01-23
216,"Причастная к ""делу Димы Яковлева"" чиновница была уволена.",РБК,,http://top.rbc.ru/society/23/01/2013/841846.shtml,2013-01-23
217,"СКР опроверг связь умершего топ-менеджера с делом ""Оборонсервиса"".",РБК,,http://top.rbc.ru/society/23/01/2013/841787.shtml,2013-01-23
218,"Суд не стал снижать срок раскаявшемуся фигуранту ""болотного дела"".",РБК,,http://top.rbc.ru/society/23/01/2013/841728.shtml,2013-01-23
219,У певицы Шакиры и футболиста Жерара Пике родился сын.,РБК,,http://top.rbc.ru/society/23/01/2013/841717.shtml,2013-01-23
220,Вернувшихся из Сирии россиян волнует вопрос трудоустройства на родине.,РБК,,http://top.rbc.ru/society/23/01/2013/841704.shtml,2013-01-23
221,"Прокуратура требует назначить 10 лет владельцу ""Хромой лошади"".",РБК,,http://top.rbc.ru/society/23/01/2013/841695.shtml,2013-01-23
222,"""Нежелательных"" иностранцев будут высылать из России без суда.",РБК,,http://top.rbc.ru/society/23/01/2013/841680.shtml,2013-01-23
223,В Москву из Сирии вернулись 2 самолета МЧС с россиянами на борту.,РБК,,http://top.rbc.ru/society/23/01/2013/841663.shtml,2013-01-23
224,Житель Ставрополья поджег двух сотрудников районного Водоканала.,РБК,,http://top.rbc.ru/incidents/23/01/2013/841852.shtml,2013-01-23
225,В Петербурге проводится проверка по факту падения наледи на девушку.,РБК,,http://top.rbc.ru/spb_freenews/23/01/2013/841798.shtml,2013-01-23
226,"Суд Петербурга рассмотрит дело о гибели людей при взрыве в ресторане ""Харбин"".",РБК,,http://top.rbc.ru/spb_freenews/23/01/2013/841764.shtml,2013-01-23
227,Депутаты Петербурга ищут виновных за срыв салюта в день прорыва блокады.,РБК,,http://top.rbc.ru/spb_freenews/23/01/2013/841713.shtml,2013-01-23
228,"Россия предъявила Казахстану ""космический ультиматум"" на $500 млн.",РБК,,http://top.rbc.ru/politics/24/01/2013/841893.shtml,2013-01-24
229,"КНДР проведет ядерные испытания ""с прицелом на США"".",РБК,,http://top.rbc.ru/politics/24/01/2013/841883.shtml,2013-01-24
230,Золота и валюты у России стало больше на $4 млрд.,РБК,,http://top.rbc.ru/economics/24/01/2013/842005.shtml,2013-01-24
231,"Сотрудники карельского музея ""Кижи"" выступили против нового руководства.",РБК,,http://top.rbc.ru/society/24/01/2013/842081.shtml,2013-01-24
232,"Владимир Сорокин номинирован на ""Международного Букера"".",РБК,,http://top.rbc.ru/society/24/01/2013/842077.shtml,2013-01-24
233,Полиция Норвегии не начинала расследование дела Адагамова.,РБК,,http://top.rbc.ru/society/24/01/2013/842033.shtml,2013-01-24
234,Заведено дело по факту подкупа свидетеля убийства Ю.Буданова.,РБК,,http://top.rbc.ru/society/24/01/2013/842030.shtml,2013-01-24
237,ЦИК хочет отказаться от электронной системы подсчета голосов.,РБК,,http://top.rbc.ru/society/24/01/2013/841888.shtml,2013-01-24
238,В Южной Африке 15 тыс. крокодилов сбежали с фермы.,РБК,,http://top.rbc.ru/incidents/24/01/2013/841977.shtml,2013-01-24
239,В Бурятии местные жители линчевали только что освободившегося педофила.,РБК,,http://top.rbc.ru/incidents/24/01/2013/841890.shtml,2013-01-24
240,Кехман рассказал об обысках в Михайловском театре и деле JFC.,РБК,,http://top.rbc.ru/spb_sz/24/01/2013/842039.shtml,2013-01-24
241,Госдума еще на шаг приблизила антитабачный закон.,РБК,,http://top.rbc.ru/politics/25/01/2013/842249.shtml,2013-01-25
242,ЛДПР: 80% жителей России поддерживают антитабачный закон.,РБК,,http://top.rbc.ru/politics/25/01/2013/842181.shtml,2013-01-25
243,Курс доллара упал ниже 30 руб. впервые за 9 месяцев.,РБК,,http://top.rbc.ru/economics/25/01/2013/842171.shtml,2013-01-25
244,Сторонники и противники закона о гей-пропаганде подрались возле Думы.,РБК,,http://top.rbc.ru/society/25/01/2013/842199.shtml,2013-01-25
245,Хищения в ракетных войсках: 13 уголовных дел и 90 млн руб. ущерба.,РБК,,http://top.rbc.ru/society/25/01/2013/842173.shtml,2013-01-25
246,Москвичи смогут забронировать в Интернете место на кладбище.,РБК,,http://top.rbc.ru/society/25/01/2013/842128.shtml,2013-01-25
247,Во Франции суд обязал Twitter раскрывать данные антисемитов.,РБК,,http://top.rbc.ru/society/25/01/2013/842093.shtml,2013-01-25
248,В Лондоне хакеры осуждены за атаку на Visa и PayPal.,РБК,,http://top.rbc.ru/society/25/01/2013/842090.shtml,2013-01-25
249,Греческая полиция взяла штурмом Афинский метрополитен.,РБК,,http://top.rbc.ru/incidents/25/01/2013/842228.shtml,2013-01-25
250,Спор о гей-пропаганде у стен Госдумы: более 20 задержанных.,РБК,,http://top.rbc.ru/incidents/25/01/2013/842219.shtml,2013-01-25
251,"Пожар в ""Москва-Сити"" полностью ликвидирован.",РБК,,http://top.rbc.ru/incidents/25/01/2013/842170.shtml,2013-01-25
252,"Башня ""Москва-Сити"" загорелась из-за работы тепловой пушки.",РБК,,http://top.rbc.ru/incidents/25/01/2013/842165.shtml,2013-01-25
254,Автомобили и корабли возьмут на буксир экономику Петербурга.,РБК,,http://top.rbc.ru/spb_sz/25/01/2013/842257.shtml,2013-01-25
255,В аэропорту Казани пассажирский Airbus задел хвостом маяк.,РБК,,http://rt.rbc.ru/tatarstan_topnews/25/01/2013/851101.shtml,2013-01-25
256,Первый Patriot в Турции приведен в боевую готовность.,РБК,,http://top.rbc.ru/politics/26/01/2013/842302.shtml,2013-01-26
257,В египетский Порт-Саид вводят войска из-за разбушевавшихся фанатов.,РБК,,http://top.rbc.ru/politics/26/01/2013/842296.shtml,2013-01-26
258,В египетский Суэц из-за беспорядков введены правительственные войска.,РБК,,http://top.rbc.ru/politics/26/01/2013/842284.shtml,2013-01-26
259,В Подмосковье накрыли сходку криминальных авторитетов.,РБК,,http://top.rbc.ru/society/26/01/2013/842295.shtml,2013-01-26
260,В Египте приговорили к смерти участников погрома на стадионе в Порт-Саиде.,РБК,,http://top.rbc.ru/society/26/01/2013/842294.shtml,2013-01-26
261,Умер ветеран правозащитного движения В.Абрамкин.,РБК,,http://top.rbc.ru/society/26/01/2013/842289.shtml,2013-01-26
262,Пожар в новостройке на юго-западе Москвы: 10 погибших.,РБК,,http://top.rbc.ru/incidents/26/01/2013/842297.shtml,2013-01-26
